timestamp;cycle;product_id;product_index;current_price;previous_price;change_amount;change_percentage;change_status;significance;url
2026-01-11 21:48:45;6;d676009471;4;95.0;95.0;;;no_change;;https://www.ozon.ru/product/vpityvayushchaya-igrushka-osminog-dlya-kupaniya-rebenka-2972852955/
2026-01-11 21:48:48;6;83b926005d;5;229.0;229.0;;;no_change;;https://www.ozon.ru/product/snezhkolep-medved-zheltyy-823735886/
2026-01-11 21:48:53;6;502136570c;6;18052.0;18052.0;;;no_change;;https://www.ozon.ru/product/xiaomi-planshet-redmi-pad-2-wifi-bez-sim-11-8-gb-256-gb-temno-seryy-2235200745/
2026-01-11 21:48:57;6;07805bea2a;7;9396.0;9396.0;;;no_change;;https://www.ozon.ru/product/keenetic-router-sprinter-kn-3711-1716072512/
2026-01-11 21:49:00;6;d427c235e3;8;24020.0;24020.0;;;no_change;;https://www.ozon.ru/product/videodomofon-dlya-kvartiry-s-wifi-tantos-neo-hd-se-tuya-black-komplekt-s-zapisyu-3002146675/
2026-01-11 21:49:04;6;acacce754f;9;237.0;237.0;;;no_change;;https://www.ozon.ru/product/sportivnyy-massazhnyy-myach-649666577/
2026-01-11 21:49:11;6;df62733c67;11;18583.0;18583.0;;;no_change;;https://www.ozon.ru/product/komplekt-videodomofona-tantos-prime-hd-mirror-s-zapisyu-dlya-kvartiry-i-chastnogo-doma-2883135660/
2026-01-11 21:49:16;6;9f3abdcd96;12;780.0;780.0;;;no_change;;https://www.ozon.ru/product/domofon-dlya-kvartiry-trubka-domofona-dlya-kvartiry-rexant-804929708/
2026-01-11 21:49:20;6;f7c8e84536;13;543.0;543.0;;;no_change;;https://www.ozon.ru/product/futbolka-interesnaya-futbolka-s-izobrazheniem-kosmonavta-i-koshki-2080842787/
2026-01-11 21:54:35;7;6b6a0f1660;1;728.0;728.0;;;no_change;;https://www.ozon.ru/product/kostyum-sportivnyy-2214535916/
2026-01-11 21:54:39;7;b2400111aa;2;761.0;761.0;;;no_change;;https://www.ozon.ru/product/komplekt-odezhdy-2361803914/
2026-01-11 21:54:43;7;09d338d669;3;157.0;157.0;;;no_change;;https://www.ozon.ru/product/snezhkolep-1782169085/
2026-01-11 21:54:46;7;d676009471;4;95.0;95.0;;;no_change;;https://www.ozon.ru/product/vpityvayushchaya-igrushka-osminog-dlya-kupaniya-rebenka-2972852955/
2026-01-11 21:54:51;7;83b926005d;5;229.0;229.0;;;no_change;;https://www.ozon.ru/product/snezhkolep-medved-zheltyy-823735886/
2026-01-11 21:54:53;7;502136570c;6;18052.0;18052.0;;;no_change;;https://www.ozon.ru/product/xiaomi-planshet-redmi-pad-2-wifi-bez-sim-11-8-gb-256-gb-temno-seryy-2235200745/
2026-01-11 21:54:55;7;07805bea2a;7;9396.0;9396.0;;;no_change;;https://www.ozon.ru/product/keenetic-router-sprinter-kn-3711-1716072512/
2026-01-11 21:54:58;7;d427c235e3;8;24020.0;24020.0;;;no_change;;https://www.ozon.ru/product/videodomofon-dlya-kvartiry-s-wifi-tantos-neo-hd-se-tuya-black-komplekt-s-zapisyu-3002146675/
2026-01-11 21:55:03;7;acacce754f;9;237.0;237.0;;;no_change;;https://www.ozon.ru/product/sportivnyy-massazhnyy-myach-649666577/
